"match_id","ftir_idx","raman_idx","match_distance","match_score","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","raman_particle_id","raman_x_um","raman_y_um","raman_area_um2","raman_major_um","raman_minor_um","raman_feret_min_um","raman_feret_max_um","raman_material","raman_quality","raman_source_file","raman_x_norm","raman_y_norm"
1,189,21,0.703110944004998,0.703110944004998,"MP_10",6275,2275,21875,228.9,121.7,145,228.9,"PET",0.942,"Comparstic Spotlight F2Ba Au 240926.csv",-398,-2720,733.796940859361,2270.71045614713,"514",6091.06549950168,4596.23719766695,29412.328,294.63,158.382,158.382,297.294,"Polyethylene terephtalate (PET)",93.92,"Comparstic Raman F2Ba Au IAEA 240930.csv",733.984546445708,2270.03283594115
2,228,246,1.8679202725845,1.8679202725845,"MP_-1",7375,6775,625,31.8,25,25,31.8,"Cellulose",0.673,"Comparstic Spotlight F2Ba Au 240926.csv",702,1780,-695.38361841599,-2125.61773807704,"642",4659.91501389594,200.027643407534,868.703,37.314,29.852,29.852,37.76,"Polyamide (PA)",81.8,"Comparstic Raman F2Ba Au IAEA 240930.csv",-697.165939160032,-2126.17671831827
3,160,236,2.82702525730941,2.82702525730941,"MP_-1",5300,2700,1875,60.4,39.6,30,60.4,"Protein",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-1373,-2295,1672.45778490256,1775.29632294908,"278",7026.7956605676,4100.81687312714,649.385,29.852,28.129,25.912,34.91,"Polyacrylamide/acrylate",82.8,"Comparstic Raman F2Ba Au IAEA 240930.csv",1669.71470751163,1774.61251140134
4,230,153,2.94944438670751,2.94944438670751,"MP_-1",7450,4350,3125,80.9,49.2,75,80.9,"Protein",0.8,"Comparstic Spotlight F2Ba Au 240926.csv",777,-645,-589.742461225475,293.157747667142,"701",4770.13598992334,2620.29657534247,822.731,42.763,30.511,30.283,45.185,"Polyacrylamide/acrylate",89.66,"Comparstic Raman F2Ba Au IAEA 240930.csv",-586.944963132632,294.092213616666
5,254,19,3.06397617234351,3.06397617234351,"MP_-1",7950,3550,2500,75,42.4,55,75,"Protein",0.763,"Comparstic Spotlight F2Ba Au 240926.csv",1277,-1445,-1027.83689468921,1126.43529393534,"23",4326.38174789637,3451.54643621575,879.414,37.036,30.185,29.633,39.578,"Cellulose Acetate Butyrate (CAB)",93.97,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1030.6992051596,1125.34207448995
6,295,470,3.13921155746202,3.13921155746202,"MP_-1",9375,5600,1875,60.4,39.6,50,60.4,"Protein",0.716,"Comparstic Spotlight F2Ba Au 240926.csv",2702,605,-2598.30127742296,-807.653888775611,"102",2761.47351534072,1516.93867990154,679.869,41.826,24.817,24.817,42.361,"Polyacrylamide/acrylate",26.96,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2595.60743771525,-809.265681824264
7,119,63,3.17902133821039,3.17902133821039,"MP_-1",4350,5450,5000,104.1,61.2,80,104.1,"Protein",0.859,"Comparstic Spotlight F2Ba Au 240926.csv",-2323,455,2413.39814283577,-1031.94582631792,"315",7773.65758666991,1294.20045751284,2415.793,65.173,55.075,54.427,67.895,"Cellulose Acetate Butyrate (CAB)",92.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",2416.57663361394,-1032.00390421296
8,122,186,3.21877965623543,3.21877965623543,"MP_-1",4400,10650,3125,80.9,49.2,75,80.9,"Protein",0.836,"Comparstic Spotlight F2Ba Au 240926.csv",-2273,5655,1977.06978353747,-6202.92555459126,"401",7331.05147980989,-3875.85219927226,995.746,42.108,33.686,33.562,42.622,"Polyacrylamide/acrylate",87.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",1973.97052675392,-6202.05656099806
9,161,8,3.65088563949291,3.65088563949291,"MP_-1",5325,7725,3750,80.9,59,75,80.9,"Protein",0.803,"Comparstic Spotlight F2Ba Au 240926.csv",-1348,2730,1274.01739858988,-3223.39347414836,"706",6633.55936588652,-899.885846532534,2484.505,68.389,50.015,46.905,72.907,"Polyamide (PA)",95.31,"Comparstic Raman F2Ba Au IAEA 240930.csv",1276.47841283055,-3226.09020825834
10,39,533,3.83158638353829,3.83158638353829,"MP_-1",2250,7875,4375,95.7,58.2,75,95.7,"Cellulose",0.813,"Comparstic Spotlight F2Ba Au 240926.csv",-4423,2880,4322.90332141662,-3601.26123721412,"125",9677.83976105989,-1271.881640625,1758.663,131.165,57.157,57.157,127.055,"Polyether sulphone (PES)",17.84,"Comparstic Raman F2Ba Au IAEA 240930.csv",4320.75880800392,-3598.0860023508
