"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","x_norm","y_norm","x_aligned","y_aligned"
"MP_-1",1525,5850,6875,104.1,84.1,97.5,104.1,"Protein",0.828,"Comparstic Spotlight F2Ba Au 240926.csv",-5148,855,5194.91539147444,-1640.01191168237
"MP_-1",1700,2700,5000,128.1,49.7,50,128.1,"Cellulose",0.769,"Comparstic Spotlight F2Ba Au 240926.csv",-4973,-2295,5254.94015960721,1507.66978934549
"MP_-1",1725,5475,3750,80.9,59,55,80.9,"Protein",0.833,"Comparstic Spotlight F2Ba Au 240926.csv",-4948,480,5023.76635679678,-1251.96852356154
"MP_-1",1975,9750,3125,80.9,49.2,50,80.9,"Protein",0.796,"Comparstic Spotlight F2Ba Au 240926.csv",-4698,4755,4457.17634989914,-5487.58116757863
"MP_-1",3250,10350,2500,60.4,52.7,50,60.4,"Protein",0.757,"Comparstic Spotlight F2Ba Au 240926.csv",-3423,5355,3143.77608659064,-5989.8771660448
"MP_-1",3350,11900,2500,60.4,52.7,50,60.4,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-3323,6905,2929.03459643619,-7524.90078477587
"MP_-1",3700,3150,2500,80.9,39.3,55,80.9,"Cellulose",0.672,"Comparstic Spotlight F2Ba Au 240926.csv",-2973,-1845,3231.21885695973,1208.54090006496
"MP_-1",3725,8100,1875,60.4,39.6,30,60.4,"Protein",0.782,"Comparstic Spotlight F2Ba Au 240926.csv",-2948,3105,2838.35402343046,-3715.51384755947
"MP_-1",4200,1550,28125,417.9,85.7,150,417.9,"Cellulose",0.893,"Comparstic Spotlight F2Ba Au 240926.csv",-2473,-3445,2852.59698651902,2837.92564071197
"MP_-1",4250,1600,1250,50,31.8,30,50,"Protein",0.704,"Comparstic Spotlight F2Ba Au 240926.csv",-2423,-3395,2799.1232516814,2791.88597625223
"MP_-1",4650,9250,1250,50,31.8,50,50,"Protein",0.68,"Comparstic Spotlight F2Ba Au 240926.csv",-2023,4255,1832.36327058437,-4791.15278848365
"MP_-1",4800,1350,48750,777.7,79.8,217.5,777.7,"Cellulose",0.8,"Comparstic Spotlight F2Ba Au 240926.csv",-1873,-3645,2270.38473149066,3081.55686157393
"MP_-1",4650,2075,6250,170.8,46.6,72.5,170.8,"Cellulose",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-2023,-2920,2365.75782019708,2348.93361110132
