"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","x_norm","y_norm","x_aligned","y_aligned"
"MP_-1",1525,5850,6875,104.1,84.1,97.5,104.1,"Protein",0.828,"Comparstic Spotlight F2Ba Au 240926.csv",-5219.79166666667,873.958333333333,4491.76545010619,-1152.12361477757
"MP_-1",1700,2700,5000,128.1,49.7,50,128.1,"Cellulose",0.769,"Comparstic Spotlight F2Ba Au 240926.csv",-5044.79166666667,-2276.04166666667,4551.79021823896,1995.55808625028
"MP_-1",1725,5475,3750,80.9,59,55,80.9,"Protein",0.833,"Comparstic Spotlight F2Ba Au 240926.csv",-5019.79166666667,498.958333333333,4320.61641542853,-764.080226656749
"MP_-1",1975,9750,3125,80.9,49.2,50,80.9,"Protein",0.796,"Comparstic Spotlight F2Ba Au 240926.csv",-4769.79166666667,4773.95833333333,3754.02640853089,-4999.69287067383
"MP_-1",3250,10350,2500,60.4,52.7,50,60.4,"Protein",0.757,"Comparstic Spotlight F2Ba Au 240926.csv",-3494.79166666667,5373.95833333333,2440.62614522239,-5501.98886914
"MP_-1",3350,11900,2500,60.4,52.7,50,60.4,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-3394.79166666667,6923.95833333333,2225.88465506794,-7037.01248787107
"MP_-1",3700,3150,2500,80.9,39.3,55,80.9,"Cellulose",0.672,"Comparstic Spotlight F2Ba Au 240926.csv",-3044.79166666667,-1826.04166666667,2528.06891559149,1696.42919696975
"MP_-1",3725,8100,1875,60.4,39.6,30,60.4,"Protein",0.782,"Comparstic Spotlight F2Ba Au 240926.csv",-3019.79166666667,3123.95833333333,2135.20408206222,-3227.62555065468
"MP_-1",4200,1550,28125,417.9,85.7,150,417.9,"Cellulose",0.893,"Comparstic Spotlight F2Ba Au 240926.csv",-2544.79166666667,-3426.04166666667,2149.44704515077,3325.81393761676
"MP_-1",4250,1600,1250,50,31.8,30,50,"Protein",0.704,"Comparstic Spotlight F2Ba Au 240926.csv",-2494.79166666667,-3376.04166666667,2095.97331031315,3279.77427315702
