"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","x_norm","y_norm","x_aligned","y_aligned"
"MP_-1",500,6900,2500,60.4,52.7,50,60.4,"Protein",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",-6244.79166666667,1923.95833333333,-5835.49557810668,-221.776502160915
"MP_-1",525,4375,1875,60.4,39.6,30,60.4,"Protein",0.777,"Comparstic Spotlight F2Ba Au 240926.csv",-6219.79166666667,-601.041666666667,-4965.99912543836,-2296.30608619092
"MP_-1",575,7775,1875,60.4,39.6,50,60.4,"Protein",0.781,"Comparstic Spotlight F2Ba Au 240926.csv",-6169.79166666667,2798.95833333333,-6067.79027242372,525.246463119998
"MP_-1",650,6950,2500,60.4,52.7,50,60.4,"Protein",0.769,"Comparstic Spotlight F2Ba Au 240926.csv",-6094.79166666667,1973.95833333333,-5728.56628165822,-130.102159709217
"MP_-1",725,4575,3125,75,53.1,55,75,"Protein",0.79,"Comparstic Spotlight F2Ba Au 240926.csv",-6019.79166666667,-401.041666666667,-4868.25172508217,-2064.08370110943
"MP_-1",750,8175,3125,80.9,49.2,55,80.9,"Protein",0.822,"Comparstic Spotlight F2Ba Au 240926.csv",-5994.79166666667,3198.95833333333,-6057.90347602003,914.049054374994
"MP_-1",875,5250,1250,50,31.8,25,50,"Protein",0.728,"Comparstic Spotlight F2Ba Au 240926.csv",-5869.79166666667,273.958333333333,-4971.43959226699,-1456.83156891136
"MP_0",1000,3800,3750,104.1,45.9,77.5,104.1,"PET",0.886,"Comparstic Spotlight F2Ba Au 240926.csv",-5744.79166666667,-1176.04166666667,-4380.8522146885,-2610.94860839628
"MP_1",1150,3250,6875,152.5,57.4,75,152.5,"PET",0.848,"Comparstic Spotlight F2Ba Au 240926.csv",-5594.79166666667,-1726.04166666667,-4072.21044115208,-3014.2289441011
"MP_-1",1325,4050,1250,50,31.8,25,50,"Protein",0.693,"Comparstic Spotlight F2Ba Au 240926.csv",-5419.79166666667,-926.041666666667,-4196.7986294737,-2295.45656740843
"MP_-1",1450,4200,2500,60.4,52.7,50,60.4,"Protein",0.782,"Comparstic Spotlight F2Ba Au 240926.csv",-5294.79166666667,-776.041666666667,-4144.11119079641,-2129.69446514264
"MP_-1",1525,5850,6875,104.1,84.1,97.5,104.1,"Protein",0.828,"Comparstic Spotlight F2Ba Au 240926.csv",-5219.79166666667,873.958333333333,-4636.95116801872,-743.355040576231
"MP_2",1550,3000,3750,80.9,59,50,80.9,"PET",0.878,"Comparstic Spotlight F2Ba Au 240926.csv",-5194.79166666667,-1976.04166666667,-3658.19379026109,-3085.98507527435
"MP_-1",1525,3375,1875,60.4,39.6,50,60.4,"Protein",0.666,"Comparstic Spotlight F2Ba Au 240926.csv",-5219.79166666667,-1601.04166666667,-3804.88720003092,-2785.04308797186
"MP_-1",1550,6525,1875,60.4,39.6,30,60.4,"Protein",0.704,"Comparstic Spotlight F2Ba Au 240926.csv",-5194.79166666667,1548.95833333333,-4843.25459315281,-178.12634110482
