"match_id","ftir_idx","raman_idx","match_distance","match_score","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","raman_particle_id","raman_x_um","raman_y_um","raman_area_um2","raman_major_um","raman_minor_um","raman_feret_min_um","raman_feret_max_um","raman_material","raman_quality","raman_source_file","raman_x_norm","raman_y_norm"
1,162,106,11.360033903765,11.360033903765,"MP_-1",5375,7900,5000,95.7,66.5,75,95.7,"Protein",0.887,"Comparstic Spotlight F2Ba Au 240926.csv",-1369.79166666667,2923.95833333333,-78.1678755418556,-2814.55714021775,"84",6030.21433565322,-1160.51252943065,1383.301,50.678,36.307,36.255,50.748,"Cellulose Acetate Butyrate (CAB)",91.09,"Comparstic Raman F2Ba Au IAEA 240930.csv",-70.8378710889256,-2823.23593074493
2,326,85,34.7048668982424,34.7048668982424,"MP_-1",10325,5175,1875,60.4,39.6,50,60.4,"Protein",0.688,"Comparstic Spotlight F2Ba Au 240926.csv",3580.20833333333,198.958333333333,2567.82747866823,1777.02976350666,"32",8634.18489430047,3438.91694937928,708.375,34.819,32.968,32.621,37.578,"Cellulose Acetate Butyrate (CAB)",91.63,"Comparstic Raman F2Ba Au IAEA 240930.csv",2533.13268755832,1776.193548065
3,360,45,43.1717106250262,43.1717106250262,"MP_-1",11850,7300,10000,136.8,93.1,100,136.8,"Protein",0.959,"Comparstic Spotlight F2Ba Au 240926.csv",5105.20833333333,2323.95833333333,4823.85280594509,813.749133941781,"62",10891.4186325282,2449.22443546661,739.189,37.378,26.682,26.625,38.667,"Cellulose Acetate Butyrate (CAB)",93,"Comparstic Raman F2Ba Au IAEA 240930.csv",4790.36642578606,786.50103415233
4,185,69,47.3784634236521,47.3784634236521,"MP_-1",6175,2450,3125,80.9,49.2,50,80.9,"Cellulose",0.74,"Comparstic Spotlight F2Ba Au 240926.csv",-569.791666666667,-2526.04166666667,-2085.34481243438,1945.74616411692,"754",3995.1447522307,3565.78588532748,612.311,33.296,23.537,23.537,33.375,"Cellulose Acetate Butyrate (CAB)",92.21,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2105.90745451145,1903.0624840132
5,122,93,53.9010624679344,53.9010624679344,"MP_-1",4400,10650,3125,80.9,49.2,75,80.9,"Protein",0.836,"Comparstic Spotlight F2Ba Au 240926.csv",-2344.79166666667,5673.95833333333,476.360193621224,-5494.22854298106,"377",6630.68902796914,-3839.68594151327,812.679,37.698,27.19,27.19,38.463,"Cellulose Acetate Butyrate (CAB)",91.44,"Comparstic Raman F2Ba Au IAEA 240930.csv",529.636821226994,-5502.40934282755
6,138,143,67.221231236789,67.221231236789,"MP_-1",4900,5550,2500,60.4,52.7,50,60.4,"Protein",0.803,"Comparstic Spotlight F2Ba Au 240926.csv",-1844.79166666667,573.958333333333,-1601.33823970029,-1160.47137345889,"291",4450.38034592719,547.912598994007,593.856,35.246,21.609,21.609,36.033,"Cellulose Acetate Butyrate (CAB)",90.11,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1650.67186081495,-1114.81080232027
7,304,127,67.7163341882151,67.7163341882151,"MP_-1",9600,10175,1875,60.4,39.6,30,60.4,"Protein",0.834,"Comparstic Spotlight F2Ba Au 240926.csv",2855.20833333333,5198.95833333333,4416.44901413186,-2585.87346081435,"779",10541.2374066078,-986.570051637415,685.636,32.722,28.129,27.707,35.707,"Polyacrylamide/acrylate",90.69,"Comparstic Raman F2Ba Au IAEA 240930.csv",4440.18519986565,-2649.2934529517
8,48,115,68.126485111941,68.126485111941,"MP_-1",2500,3200,2500,60.4,52.7,50,60.4,"Protein",0.786,"Comparstic Spotlight F2Ba Au 240926.csv",-4244.79166666667,-1776.04166666667,-4668.56329805949,-441.99282851264,"337",1421.0257079242,1287.88571409461,815.316,45.664,24.85,24.843,47.238,"Cellulose Acetate Butyrate (CAB)",91,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4680.02649881795,-374.83768721967
9,193,19,68.5592560542113,68.5592560542113,"MP_-1",6300,2750,1875,60.4,39.6,30,60.4,"Protein",0.69,"Comparstic Spotlight F2Ba Au 240926.csv",-444.791666666667,-2226.04166666667,-1839.27260291808,1765.86797942411,"23",4326.38174789637,3451.54643621575,879.414,37.036,30.185,29.633,39.578,"Cellulose Acetate Butyrate (CAB)",93.97,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1774.67045884578,1788.82303490147
10,342,255,70.856257029788,70.856257029788,"MP_-1",10900,5750,2500,60.4,52.7,50,60.4,"Protein",0.834,"Comparstic Spotlight F2Ba Au 240926.csv",4155.20833333333,773.958333333333,3308.50571332157,1595.28571331279,"181",9358.65818464722,3208.71584840539,9978.883,119.974,110.443,106.569,127.464,"Polyethylene terephtalate (PET)",80.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",3257.60597790507,1545.99244709111
11,265,173,72.795119069898,72.795119069898,"MP_-1",8275,9825,4375,104.1,53.5,77.5,104.1,"Cellulose",0.704,"Comparstic Spotlight F2Ba Au 240926.csv",1530.20833333333,4848.95833333333,3183.54771675502,-2949.12563012939,"152",9335.1214137247,-1233.99318011558,1107.794,38.112,36.923,36.014,45.021,"Polyamide (PA)",88.67,"Comparstic Raman F2Ba Au IAEA 240930.csv",3234.06920698256,-2896.71658142986
12,273,21,74.9603231313138,74.9603231313138,"MP_16",8650,2625,10625,152.5,88.7,127.5,152.5,"PET",0.823,"Comparstic Spotlight F2Ba Au 240926.csv",1905.20833333333,-2351.04166666667,-15.0764321932906,3008.30112645514,"514",6091.06549950168,4596.23719766695,29412.328,294.63,158.382,158.382,297.294,"Polyethylene terephtalate (PET)",93.92,"Comparstic Raman F2Ba Au IAEA 240930.csv",-9.98670724046497,2933.51379635267
13,310,122,75.680362033696,75.680362033696,"MP_-1",10050,4200,1250,50,31.8,25,50,"Protein",0.741,"Comparstic Spotlight F2Ba Au 240926.csv",3305.20833333333,-776.041666666667,1873.36925416303,2425.4252652455,"284",8049.78409432188,4095.07619729238,603.083,29.84,27.856,25.67,33.87,"Polyamide (PA)",90.86,"Comparstic Raman F2Ba Au IAEA 240930.csv",1948.73188757973,2432.3527959781
14,63,18,76.349306542508,76.349306542508,"MP_-1",2925,3850,5625,104.1,68.8,97.5,104.1,"Cellulose",0.734,"Comparstic Spotlight F2Ba Au 240926.csv",-3819.79166666667,-1126.04166666667,-4011.74878418234,-756.799312647776,"690",2107.03647017805,980.185489351456,503.723,30.426,21.815,21.815,30.426,"Polyamide (PA)",94.11,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3994.0157365641,-682.537911962824
15,36,156,76.413881721353,76.413881721353,"MP_-1",2250,2825,4375,95.7,58.2,75,95.7,"Protein",0.858,"Comparstic Spotlight F2Ba Au 240926.csv",-4494.79166666667,-2151.04166666667,-5051.35102882828,-262.710384423221,"251",976.697398313756,1377.44025711687,610.168,28.703,27.555,26.385,31.256,"Polyethylene terephtalate (PET)",89.5,"Comparstic Raman F2Ba Au IAEA 240930.csv",-5124.35480842839,-285.28314419741
16,176,277,77.0564879472184,77.0564879472184,"MP_-1",5725,9950,3125,80.9,49.2,50,80.9,"Protein",0.818,"Comparstic Spotlight F2Ba Au 240926.csv",-1019.79166666667,4973.95833333333,1198.93027910028,-4288.7647222838,"544",7349.9957100646,-2684.6619635595,767.366,70.679,33.82,33.82,69.819,"Polyacrylamide/acrylate",77.82,"Comparstic Raman F2Ba Au IAEA 240930.csv",1248.94350332245,-4347.38536487378
17,334,248,80.1467553170753,80.1467553170753,"MP_-1",10600,5725,6250,115.1,69.1,95,115.1,"Protein",0.874,"Comparstic Spotlight F2Ba Au 240926.csv",3855.20833333333,748.958333333333,3055.72306978623,1469.52945399396,"185",9089.99455558044,3176.56806373074,5918.782,138.258,56.566,56.566,138.247,"Polyamide (PA)",81.69,"Comparstic Raman F2Ba Au IAEA 240930.csv",2988.9423488383,1513.84466241646
18,190,176,82.4820781982735,82.4820781982735,"MP_-1",6225,9000,2500,75,42.4,55,75,"Protein",0.757,"Comparstic Spotlight F2Ba Au 240926.csv",-519.791666666667,4023.95833333333,1138.25520708906,-3283.74884155807,"551",7248.38574778934,-1703.0063958155,416.885,29.593,20.851,19.671,32.348,"Cellulose Acetate Butyrate (CAB)",88.47,"Comparstic Raman F2Ba Au IAEA 240930.csv",1147.33354104719,-3365.72979712978
19,246,23,85.6309685100698,85.6309685100698,"MP_13",7850,4750,5000,95.7,66.5,75,95.7,"PET",0.737,"Comparstic Spotlight F2Ba Au 240926.csv",1105.20833333333,-226.041666666667,376.051667022908,915.001384830877,"657",6476.26484801409,2663.35164410317,2253.323,80.059,35.944,35.944,80.058,"Polyamide (PA)",93.73,"Comparstic Raman F2Ba Au IAEA 240930.csv",375.212641271944,1000.62824278889
20,192,199,88.3423010766281,88.3423010766281,"MP_-1",6300,6400,5000,104.1,61.2,50,104.1,"Cellulose",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",-444.791666666667,1423.95833333333,-65.2641044162489,-1161.82014204746,"277",5972.23350972214,562.264288580907,347.679,31.236,18.191,17.335,32.88,"Cellulose Acetate Butyrate (CAB)",86.72,"Comparstic Raman F2Ba Au IAEA 240930.csv",-128.818697020005,-1100.45911273337
21,154,70,88.9503228206552,88.9503228206552,"MP_-1",5150,9725,2500,80.9,39.3,50,80.9,"Protein",0.781,"Comparstic Spotlight F2Ba Au 240926.csv",-1594.79166666667,4748.95833333333,628.362448412865,-4387.75788921734,"557",6641.02224447171,-2715.08754548373,512.291,38.17,18.724,18.724,37.314,"Polyacrylamide/acrylate",92.21,"Comparstic Raman F2Ba Au IAEA 240930.csv",539.970037729565,-4377.81094679801
22,1,22,89.3012418411326,89.3012418411326,"MP_-1",500,6900,2500,60.4,52.7,50,60.4,"Protein",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",-6244.79166666667,1923.95833333333,-4474.46598257631,-4381.84571795058,"567",1706.91136449526,-2758.14261424443,3354.526,94.069,53.152,53.027,98.64,"Cellulose Acetate Butyrate (CAB)",93.81,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4394.14084224688,-4420.86601555871
23,53,36,90.7887121539337,90.7887121539337,"MP_-1",2650,2950,625,31.8,25,25,31.8,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-4094.79166666667,-2026.04166666667,-4669.75477926626,-168.561786007663,"123",1522.06160261598,1496.2722468964,3863.686,108.347,47.843,47.843,109.227,"Cellulose Acetate Butyrate (CAB)",93.26,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4578.99060412617,-166.45115441788
24,245,234,95.0876656965806,95.0876656965806,"MP_-1",7800,9350,1250,50,31.8,25,50,"Protein",0.671,"Comparstic Spotlight F2Ba Au 240926.csv",1055.20833333333,4373.95833333333,2571.68308812834,-2798.9892408388,"43",8753.01688408001,-1085.30967599529,1206.99,43.993,40.405,40.405,47.478,"Cellulose Acetate Butyrate (CAB)",83,"Comparstic Raman F2Ba Au IAEA 240930.csv",2651.96467733787,-2748.03307730957
25,114,47,95.3225216334129,95.3225216334129,"MP_-1",4275,9650,4375,131.1,42.5,72.5,131.1,"Protein",0.8,"Comparstic Spotlight F2Ba Au 240926.csv",-2469.79166666667,4673.95833333333,-109.932823826933,-4752.87592403344,"761",6085.32482366692,-3075.60198790668,738.365,33.385,32.288,32.288,37.63,"Cellulose Acetate Butyrate (CAB)",92.98,"Comparstic Raman F2Ba Au IAEA 240930.csv",-15.7273830752256,-4738.32538922096
26,158,272,95.3774501900985,95.3774501900985,"MP_-1",5175,10075,1875,60.4,39.6,50,60.4,"Protein",0.741,"Comparstic Spotlight F2Ba Au 240926.csv",-1569.79166666667,5098.95833333333,818.525510745038,-4656.34436320433,"707",6837.35335802051,-2945.28864645762,897.045,38.152,34.406,34.406,39.28,"Polyacrylamide/acrylate",78.9,"Comparstic Raman F2Ba Au IAEA 240930.csv",736.301151278365,-4608.0120477719
27,258,216,96.5709234009974,96.5709234009974,"MP_-1",8050,4500,2500,60.4,52.7,50,60.4,"Protein",0.736,"Comparstic Spotlight F2Ba Au 240926.csv",1305.20833333333,-476.041666666667,414.965502548623,1212.7339136167,"433",6610.022594964,2897.57121816139,1523.691,54.425,41.245,40.287,56.424,"Polyamide (PA)",85.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",508.970388221855,1234.84781684711
28,201,77,97.9577244886045,97.9577244886045,"MP_-1",6525,9075,2500,75,42.4,50,75,"Protein",0.858,"Comparstic Spotlight F2Ba Au 240926.csv",-219.791666666667,4098.95833333333,1415.33933690526,-3198.09789897172,"368",7610.04832537924,-1564.0820406143,4543.72,87.373,73.131,73.131,88.111,"Polyethylene terephtalate (PET)",91.93,"Comparstic Raman F2Ba Au IAEA 240930.csv",1508.99611863709,-3226.80544192858
