"match_id","ftir_idx","raman_idx","match_distance","match_score","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","raman_particle_id","raman_x_um","raman_y_um","raman_area_um2","raman_major_um","raman_minor_um","raman_feret_min_um","raman_feret_max_um","raman_material","raman_quality","raman_source_file","raman_x_norm","raman_y_norm"
1,189,21,0.703110944003548,0.703110944003548,"MP_10",6275,2275,21875,228.9,121.7,145,228.9,"PET",0.942,"Comparstic Spotlight F2Ba Au 240926.csv",-469.791666666667,-2701.04166666667,30.6469994911149,2758.59875305192,"514",6091.06549950168,4596.23719766695,29412.328,294.63,158.382,158.382,297.294,"Polyethylene terephtalate (PET)",93.92,"Comparstic Raman F2Ba Au IAEA 240930.csv",30.8346050774626,2757.92113284594
2,228,246,1.867920272584,1.867920272584,"MP_-1",7375,6775,625,31.8,25,25,31.8,"Cellulose",0.673,"Comparstic Spotlight F2Ba Au 240926.csv",630.208333333333,1798.95833333333,-1398.53355978423,-1637.72944117224,"642",4659.91501389594,200.027643407534,868.703,37.314,29.852,29.852,37.76,"Polyamide (PA)",81.8,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1400.31588052828,-1638.28842141347
3,160,236,2.82702525730737,2.82702525730737,"MP_-1",5300,2700,1875,60.4,39.6,30,60.4,"Protein",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-1444.79166666667,-2276.04166666667,969.307843534312,2263.18461985387,"278",7026.7956605676,4100.81687312714,649.385,29.852,28.129,25.912,34.91,"Polyacrylamide/acrylate",82.8,"Comparstic Raman F2Ba Au IAEA 240930.csv",966.564766143382,2262.50080830613
4,230,153,2.94944438670835,2.94944438670835,"MP_-1",7450,4350,3125,80.9,49.2,75,80.9,"Protein",0.8,"Comparstic Spotlight F2Ba Au 240926.csv",705.208333333333,-626.041666666667,-1292.89240259372,781.046044571937,"701",4770.13598992334,2620.29657534247,822.731,42.763,30.511,30.283,45.185,"Polyacrylamide/acrylate",89.66,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1290.09490450088,781.980510521462
5,254,19,3.06397617234259,3.06397617234259,"MP_-1",7950,3550,2500,75,42.4,55,75,"Protein",0.763,"Comparstic Spotlight F2Ba Au 240926.csv",1205.20833333333,-1426.04166666667,-1730.98683605746,1614.32359084014,"23",4326.38174789637,3451.54643621575,879.414,37.036,30.185,29.633,39.578,"Cellulose Acetate Butyrate (CAB)",93.97,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1733.84914652785,1613.23037139474
6,295,470,3.13921155746176,3.13921155746176,"MP_-1",9375,5600,1875,60.4,39.6,50,60.4,"Protein",0.716,"Comparstic Spotlight F2Ba Au 240926.csv",2630.20833333333,623.958333333333,-3301.4512187912,-319.765591870816,"102",2761.47351534072,1516.93867990154,679.869,41.826,24.817,24.817,42.361,"Polyacrylamide/acrylate",26.96,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3298.7573790835,-321.377384919468
7,119,63,3.17902133821243,3.17902133821243,"MP_-1",4350,5450,5000,104.1,61.2,80,104.1,"Protein",0.859,"Comparstic Spotlight F2Ba Au 240926.csv",-2394.79166666667,473.958333333333,1710.24820146752,-544.057529413129,"315",7773.65758666991,1294.20045751284,2415.793,65.173,55.075,54.427,67.895,"Cellulose Acetate Butyrate (CAB)",92.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",1713.42669224569,-544.115607308168
8,122,186,3.21877965623316,3.21877965623316,"MP_-1",4400,10650,3125,80.9,49.2,75,80.9,"Protein",0.836,"Comparstic Spotlight F2Ba Au 240926.csv",-2344.79166666667,5673.95833333333,1273.91984216922,-5715.03725768646,"401",7331.05147980989,-3875.85219927226,995.746,42.108,33.686,33.562,42.622,"Polyacrylamide/acrylate",87.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",1270.82058538567,-5714.16826409327
9,161,8,3.65088563949399,3.65088563949399,"MP_-1",5325,7725,3750,80.9,59,75,80.9,"Protein",0.803,"Comparstic Spotlight F2Ba Au 240926.csv",-1419.79166666667,2748.95833333333,570.867457221634,-2735.50517724357,"706",6633.55936588652,-899.885846532534,2484.505,68.389,50.015,46.905,72.907,"Polyamide (PA)",95.31,"Comparstic Raman F2Ba Au IAEA 240930.csv",573.328471462302,-2738.20191135354
10,39,533,3.83158638353587,3.83158638353587,"MP_-1",2250,7875,4375,95.7,58.2,75,95.7,"Cellulose",0.813,"Comparstic Spotlight F2Ba Au 240926.csv",-4494.79166666667,2898.95833333333,3619.75338004837,-3113.37294030933,"125",9677.83976105989,-1271.881640625,1758.663,131.165,57.157,57.157,127.055,"Polyether sulphone (PES)",17.84,"Comparstic Raman F2Ba Au IAEA 240930.csv",3617.60886663567,-3110.19770544601
11,142,26,3.85983445356808,3.85983445356808,"MP_-1",4950,2475,1875,60.4,39.6,30,60.4,"Protein",0.721,"Comparstic Spotlight F2Ba Au 240926.csv",-1794.79166666667,-2501.04166666667,1334.33139942527,2461.07052195034,"113",7390.7545084914,4300.01832459332,804.935,33.87,30.426,30.426,34.91,"Cellulose Acetate Butyrate (CAB)",93.44,"Comparstic Raman F2Ba Au IAEA 240930.csv",1330.52361406718,2461.70225977231
12,47,625,4.29640726623546,4.29640726623546,"MP_-1",2450,3575,1250,50,31.8,30,50,"Protein",0.687,"Comparstic Spotlight F2Ba Au 240926.csv",-4294.79166666667,-1401.04166666667,3740.3916077024,1180.57137023254,"355",9797.81988600638,3022.14388377569,738.859,39.098,28.002,26.966,41.077,"Polycarbonate (PC)",10.8,"Comparstic Raman F2Ba Au IAEA 240930.csv",3737.58899158216,1183.82781895468
13,32,103,4.31159459162002,4.31159459162002,"MP_-1",2125,7025,2500,75,42.4,55,75,"Protein",0.769,"Comparstic Spotlight F2Ba Au 240926.csv",-4619.79166666667,2048.95833333333,3807.33472738202,-2276.80163425419,"404",9871.87460427479,-438.335509417808,1068.413,40.443,35.539,35.539,40.919,"Polyacrylamide/acrylate",91.18,"Comparstic Raman F2Ba Au IAEA 240930.csv",3811.64370985057,-2276.65157423882
14,271,455,4.33694756129954,4.33694756129954,"MP_-1",8500,3000,2500,60.4,52.7,50,60.4,"Protein",0.793,"Comparstic Spotlight F2Ba Au 240926.csv",1755.20833333333,-1976.04166666667,-2237.42314511457,2202.53467405389,"349",3823.49854477137,4045.13231752997,445.556,29.935,25.831,25.824,32.862,"Polyacrylamide/acrylate",30.01,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2236.73234965285,2206.81625270896
15,242,96,4.35899801306608,4.35899801306608,"MP_-1",7725,5200,4375,95.7,58.2,75,95.7,"Protein",0.875,"Comparstic Spotlight F2Ba Au 240926.csv",980.208333333333,223.958333333333,-1629.7438488734,-44.3741559163874,"627",4429.71391292205,1798.23179580479,1418.234,56.172,40.244,40.237,58.278,"Cellulose Acetate Butyrate (CAB)",91.38,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1630.51698150217,-40.0842690162183
16,185,366,4.5236311071124,4.5236311071124,"MP_-1",6175,2450,3125,80.9,49.2,50,80.9,"Cellulose",0.74,"Comparstic Spotlight F2Ba Au 240926.csv",-569.791666666667,-2526.04166666667,117.150775627181,2577.01623390368,"757",6175.45343427265,4419.42438195634,1746.634,56.246,46.528,46.528,56.248,"Polyamide (PA)",56.57,"Comparstic Raman F2Ba Au IAEA 240930.csv",115.222539848432,2581.10831713533
17,63,230,4.59065774936271,4.59065774936271,"MP_-1",2925,3850,5625,104.1,68.8,97.5,104.1,"Cellulose",0.734,"Comparstic Spotlight F2Ba Au 240926.csv",-3819.79166666667,-1126.04166666667,3247.25926750082,942.22135645974,"533",9310.43650763523,2777.01702563142,2741.721,76.506,47.752,47.752,76.506,"Polyamide (PA)",83.37,"Comparstic Raman F2Ba Au IAEA 240930.csv",3250.20561321101,938.700960810412
18,165,438,4.6208433199531,4.6208433199531,"MP_-1",5400,5650,1250,50,31.8,25,50,"Protein",0.664,"Comparstic Spotlight F2Ba Au 240926.csv",-1344.79166666667,673.958333333333,650.489368089577,-665.026589040119,"474",6712.20662482274,1177.66473806721,565.02,27.92,26.354,26.354,29.409,"Polycarbonate (PC)",33.89,"Comparstic Raman F2Ba Au IAEA 240930.csv",651.975730398523,-660.651326753798
