Particle Name;Material;HQI;RamanSignal;FluorescenceSignal;Area [µm²];Aspect Ratio;CE Diameter [µm];Circularity;Convex Area [µm²];Convex Perimeter [µm];Convexity;Feret Max [µm];Feret Min [µm];Focus Z Position [µm];Length [µm];Num Pixels;Perimeter [µm];SE Volume [µm³];Solidity;Width [µm];Visual Center Point X [µm];Visual Center Point Y [µm];Visual Center Point Z [µm]
211;Cellulose Acetate Butyrate (CAB)   ;86.99;1.47967394299545;166.717116082322;1718.128;0.713;46.772;0.541;2199.770;178.427;0.657;63.147;44.397;-0.180;62.766;5213.500;271.535;53573.120;0.781;44.770;8575.63000078592;-3504.43047276327;-13.2399997711182
333;Cellulose Acetate Butyrate (CAB)   ;86.98;4.43127609130205;213.985024828054;504.711;0.649;25.350;0.848;537.008;86.881;0.925;32.858;21.111;9.030;32.722;1531.500;93.940;8529.594;0.940;21.241;5759.82850383601;1295.34859267979;-13.2399997711182
656;Cellulose Acetate Butyrate (CAB)   ;86.94;0.0454172742910104;41.0138552259184;641.970;0.605;28.590;0.810;698.159;101.034;0.911;38.567;22.086;-0.180;36.514;1948.000;110.908;12235.911;0.920;22.086;1505.41364269518;190.842562071918;-13.2399997711182
105;Cellulose Acetate Butyrate (CAB)   ;86.83;2.89039149552823;158.940792584867;765.883;0.691;31.227;0.805;814.986;106.077;0.870;39.037;26.766;18.250;39.037;2324.000;121.880;15944.359;0.940;26.981;8302.9478986348;3350.51054152397;-13.2399997711182
473;Polyethylene terephtalate (PET)   ;86.82;0.234052847281857;62.9040511594062;332.849;1.000;20.586;0.916;346.361;66.903;0.947;22.138;19.837;-0.180;20.702;1010.000;70.641;4568.093;0.961;20.702;1461.21043876752;2865.99750107021;-13.2399997711182
277;Cellulose Acetate Butyrate (CAB)   ;86.72;2.76553160639295;199.601366385698;347.679;0.582;21.040;0.711;413.919;81.755;0.880;32.880;17.335;9.030;31.236;1055.000;92.931;4876.762;0.840;18.191;5972.23350972214;562.264288580907;-13.2399997711182
204;Polyacrylamide/acrylate   ;86.69;0.0079729831889871;53.7515343469206;678.716;0.818;29.397;0.735;738.035;98.212;0.782;33.985;27.465;9.030;33.587;2059.500;125.660;13301.345;0.920;27.467;4129.47656676409;6595.71459091396;-13.2399997711182
411;Polyacrylamide/acrylate    ;86.66;7.49853703803096;499.520151010467;2265.516;0.604;53.708;0.664;2444.629;189.481;0.746;73.168;44.424;9.030;73.525;6874.500;254.035;81117.498;0.927;44.424;8788.60907425552;410.13637895976;-13.2399997711182
610;Polyacrylamide/acrylate;86.63;0.356189390289879;125.795297065305;1558.788;0.788;44.550;0.714;1814.028;162.650;0.830;56.833;44.629;-0.180;56.601;4730.000;195.965;46296.119;0.859;44.629;6594.52277021015;3724.22853836687;-13.2399997711182
488;Polyethylene terephtalate (PET)   ;86.60;3.73268634704099;122.097122540103;4904.581;0.758;79.023;0.654;5268.738;271.303;0.715;97.017;69.839;27.470;94.228;14882.500;379.392;258384.649;0.931;71.388;8375.85448173626;2813.18328339041;-13.2399997711182
578;Polyamide (PA)    ;86.57;0;29.9343847320802;2588.314;0.613;57.407;0.736;2744.193;196.043;0.800;75.097;45.642;45.900;74.965;7854.000;245.023;99057.923;0.943;45.955;5561.77518753678;5842.53792139341;-13.2399997711182
591;Cellulose Acetate Butyrate (CAB)   ;86.37;1.78900543294707;128.548353220758;905.778;0.825;33.960;0.829;961.637;116.414;0.904;40.820;32.605;9.030;39.537;2748.500;128.711;20506.733;0.942;32.605;1737.33694641949;1848.74974315068;-13.2399997711182
305;Polyacrylamide/acrylate    ;86.35;2.10814071532549;708.467587959351;1065.612;0.845;36.834;0.877;1129.874;122.109;0.925;41.334;34.709;18.250;41.078;3233.500;131.958;26167.496;0.943;34.709;5929.75250854491;4994.64010059932;-13.2399997711182
266;Cellulose Acetate Butyrate (CAB)   ;86.25;2.0263294700643;114.770528921173;635.709;0.802;28.450;0.780;712.165;103.759;0.906;37.215;26.914;-0.180;34.910;1929.000;114.515;12057.332;0.893;28.009;1234.45374329449;-2327.01785905394;-13.2399997711182
384;Cellulose Acetate Butyrate (CAB)   ;86.20;3.44094721817139;223.498942889093;696.347;0.787;29.776;0.762;768.354;102.404;0.834;36.456;27.278;18.250;35.018;2113.000;122.749;13822.994;0.906;27.555;6917.14875212368;4013.55860043878;-13.2399997711182
541;Polyacrylamide/acrylate;86.13;0.0120408822640018;24.7946101538937;787.963;0.828;31.674;0.806;834.100;107.297;0.870;36.779;29.116;36.680;35.316;2391.000;123.388;16638.809;0.945;29.227;1771.78100142805;4689.81021377354;-13.2399997711182
358;Polyacrylamide/acrylate   ;85.96;0.199957962649757;110.667866274754;749.734;0.955;30.896;0.855;786.315;101.790;0.896;34.659;29.886;-0.180;31.662;2275.000;113.564;15442.762;0.953;30.249;8836.25668368403;-1507.82341743365;-13.2399997711182
342;Polyacrylamide/acrylate    ;85.66;0.754403653796812;88.0683592931834;674.102;0.861;29.297;0.548;797.190;104.124;0.620;37.996;28.934;9.030;33.945;2045.500;167.910;13165.947;0.846;29.219;2355.60773382317;1287.31164651113;-13.2399997711182
676;Polyamide (PA)    ;85.53;11.0647299513421;475.043328906512;314.394;1.000;20.007;0.893;334.826;65.991;0.938;21.815;19.566;9.030;20.301;954.000;70.363;4193.488;0.939;20.301;6258.1191662932;-835.590277183219;-13.2399997711182
625;Polyacrylamide/acrylate   ;85.48;0;52.4543622914332;711.836;0.841;30.105;0.821;752.865;100.490;0.872;34.222;26.791;27.470;32.564;2160.000;115.269;14286.752;0.946;27.373;2546.77223912069;3713.8953218643;-13.2399997711182
431;Cellulose Acetate Butyrate (CAB)   ;85.46;0.00603413517928954;42.3617110469706;692.886;0.848;29.702;0.642;804.440;109.229;0.752;36.740;30.861;-0.180;36.396;2102.500;145.260;13720.087;0.861;30.861;11358.1355778942;-482.538713345462;-13.2399997711182
217;Polyethylene terephtalate (PET)   ;85.41;0.26433933452371;72.065535271775;518.223;0.687;25.687;0.856;545.906;85.496;0.907;31.574;21.781;-0.180;31.691;1572.500;94.300;8874.397;0.949;21.781;1143.1769975218;633.448668931935;-13.2399997711182
433;Polyamide (PA)    ;85.39;5.65012889381388;200.50708375987;1523.691;0.758;44.046;0.751;1639.529;152.762;0.829;56.424;40.287;18.250;54.425;4623.500;184.344;44741.358;0.929;41.245;6610.022594964;2897.57121816139;-13.2399997711182
327;Polyamide (PA)    ;85.32;3.39550613526045;117.276008217328;4953.026;0.538;79.413;0.646;5420.992;282.540;0.732;112.184;60.395;9.030;112.580;15029.500;386.166;262222.329;0.914;60.620;5762.69884175339;488.783637895976;-13.2399997711182
259;Polyamide (PA)    ;85.17;3.23756703231034;322.95120615614;792.247;0.677;31.760;0.846;843.492;107.172;0.909;39.375;26.697;18.250;39.433;2404.000;117.960;16774.692;0.939;26.697;2307.96012439466;1363.08856752997;-13.2399997711182
725;Cellulose Acetate Butyrate (CAB)   ;85.09;5.29733333638782;183.144070459115;539.809;0.698;26.217;0.801;577.707;89.970;0.875;32.880;21.990;9.030;31.522;1638.000;102.871;9434.605;0.934;21.990;9922.96661920415;-1917.70767203553;-13.2399997711182
409;Cellulose Acetate Butyrate (CAB)   ;84.92;1.0001568832602;119.934864893036;765.223;0.920;31.214;0.791;824.378;103.652;0.836;35.370;30.241;18.250;33.511;2322.000;123.979;15923.781;0.928;30.834;7500.9754845188;3981.41081576413;-13.2399997711182
469;Polyacrylamide/acrylate   ;84.88;1.19268827463922;112.693426669123;3365.566;0.727;65.461;0.618;4070.811;243.730;0.732;86.684;63.385;18.250;87.167;10212.500;332.943;146876.047;0.827;63.385;1720.11491891521;2846.47920323202;-13.2399997711182
207;Cellulose Acetate Butyrate (CAB)   ;84.73;4.60275608093425;246.544129849759;649.715;0.581;28.762;0.803;695.852;101.118;0.899;40.185;22.914;9.030;39.705;1971.500;112.474;12457.992;0.934;23.050;1242.49068946316;-227.07863869863;-13.2399997711182
600;Polyacrylamide/acrylate   ;84.44;5.18113896674189;190.899975283216;827.015;0.634;32.450;0.795;892.266;116.154;0.906;45.058;27.627;-0.180;43.571;2509.500;128.235;17890.961;0.927;27.627;5039.37368657359;-4265.64408845248;-13.2399997711182
169;Polyamide (PA)    ;84.41;5.61890077974458;404.50407646936;401.891;0.951;22.621;0.913;416.061;73.613;0.945;23.755;22.389;18.250;23.537;1219.500;77.866;6060.739;0.966;22.389;7127.2574876759;2333.83685118793;-13.2399997711182
762;Polyamide (PA)    ;84.30;2.13387728120942;39.0044702320252;1530.776;0.562;44.148;0.676;1685.667;159.550;0.777;64.325;35.778;9.030;63.635;4645.000;205.232;45053.802;0.908;35.778;5855.12372269303;-4774.26796741224;-13.2399997711182
661;Polyamide (PA)    ;84.24;0.230520458068029;70.2387095392549;1948.980;0.450;49.815;0.667;2234.538;196.897;0.839;83.369;37.283;45.900;82.778;5914.000;234.771;64725.416;0.872;37.283;842.365583780365;-836.164344766696;-13.2399997711182
619;Polyamide (PA)    ;84.19;1.8307839974002;162.308371045315;3068.473;0.959;62.505;0.684;3351.230;214.801;0.748;74.413;62.199;36.680;68.439;9311.000;287.076;127863.728;0.916;65.633;4409.62154750039;4576.14483224529;-13.2399997711182
537;Cellulose Acetate Butyrate (CAB)   ;83.97;4.72041337164094;213.344532452703;717.109;0.665;30.217;0.808;777.087;105.745;0.900;40.664;24.505;9.030;38.674;2176.000;117.484;14445.787;0.923;25.727;4630.63756713866;1113.94323630137;-13.2399997711182
622;Cellulose Acetate Butyrate (CAB)   ;83.40;0.503733330693386;162.196546702858;402.055;0.898;22.625;0.784;434.352;75.878;0.836;25.316;22.164;27.470;24.680;1220.000;90.717;6064.467;0.926;22.164;5275.88953096572;4596.23719766695;-13.2399997711182
533;Polyamide (PA)    ;83.37;14.3904718393934;474.758294399558;2741.721;0.624;59.084;0.766;2857.559;199.842;0.824;76.506;47.752;36.680;76.506;8319.500;242.390;107993.772;0.959;47.752;9310.43650763523;2777.01702563142;-13.2399997711182
248;Polyamide (PA)    ;83.36;2.94588374324522;73.9966544389085;6327.099;0.349;89.755;0.537;8773.870;413.149;0.787;180.995;63.243;9.030;181.286;19199.000;525.013;378591.435;0.721;63.243;5361.99966848712;-1363.15838639769;-13.2399997711182
437;Polyacrylamide/acrylate    ;83.08;0.00688181613789167;60.7932260426376;696.182;0.418;29.773;0.804;721.393;110.818;0.952;47.088;19.763;-0.180;47.314;2112.500;116.360;13818.088;0.965;19.763;7455.05007784071;-479.668375428082;-13.2399997711182
738;Polyethylene terephtalate (PET)   ;83.02;26.0848072041775;1280.90287662128;3252.859;0.604;64.356;0.608;3857.425;245.619;0.738;94.020;56.424;55.100;93.363;9870.500;332.713;139560.206;0.843;56.424;8385.03956307188;5548.04125107021;-13.2399997711182
43;Cellulose Acetate Butyrate (CAB)   ;83.00;7.62665911717965;161.643697661944;1206.990;0.918;39.202;0.776;1318.214;138.516;0.873;47.478;40.405;9.030;43.993;3662.500;158.644;31544.186;0.916;40.405;8753.01688408001;-1085.30967599529;-13.2399997711182
499;Cellulose Acetate Butyrate (CAB)   ;82.90;0.0329971927100788;43.2171629427585;364.486;0.989;21.542;0.838;391.015;75.703;0.937;27.230;20.530;18.250;23.401;1106.000;80.777;5234.625;0.932;23.139;5866.60507436255;-1646.74777263485;-13.2399997711182
278;Polyacrylamide/acrylate   ;82.80;3.75546105106139;219.222859482343;649.385;0.942;28.755;0.899;670.147;95.210;0.948;34.910;25.912;18.250;29.852;1970.500;100.435;12448.515;0.969;28.129;7026.7956605676;4100.81687312714;-13.2399997711182
535;Polyamide (PA)    ;82.58;3.4398575033643;155.250247331471;1105.158;0.468;37.512;0.782;1161.347;134.192;0.891;55.454;26.021;18.250;55.622;3353.500;150.607;27637.601;0.952;26.021;9387.36156382102;2786.77617455051;-13.2399997711182
555;Cellulose Acetate Butyrate (CAB)   ;82.54;0;19.9943175328641;678.880;0.875;29.400;0.852;707.222;96.799;0.893;33.632;28.129;64.320;32.148;2060.000;108.414;13306.189;0.960;28.129;5941.23386021443;-1712.76554473459;-13.2399997711182
691;Polyacrylamide/acrylate    ;82.28;2.86600705062416;275.919088082403;506.524;0.905;25.395;0.871;539.809;84.536;0.923;27.344;24.326;-0.180;26.867;1537.000;91.586;8575.583;0.938;24.326;7495.23480868404;-2911.99272661601;-13.2399997711182
366;Cellulose Acetate Butyrate (CAB)   ;82.27;0.200409528716959;59.4809437156043;606.873;0.870;27.797;0.697;680.363;97.071;0.775;36.128;26.157;-0.180;31.000;1841.500;125.300;11246.321;0.892;26.981;5088.16943116906;480.172624143835;-13.2399997711182
127;Cellulose Acetate Butyrate (CAB)   ;82.22;1.69213859005844;176.692112245125;461.045;0.868;24.229;0.542;583.969;91.048;0.648;32.880;24.523;9.030;28.478;1399.000;140.528;7446.967;0.790;24.706;1302.76778572814;-113.413257170377;-13.2399997711182
370;Polyacrylamide/acrylate;81.96;1.05640990229139;133.502594198682;694.040;0.638;29.727;0.865;721.063;100.960;0.935;39.537;24.389;-0.180;38.451;2106.000;108.020;13754.361;0.963;24.518;2952.06395305476;-1534.80459385702;-13.2399997711182
770;Polyamide (PA)    ;81.93;3.33149314246293;305.363057195341;12349.526;0.328;125.395;0.390;23681.062;741.905;0.735;329.899;108.098;9.030;329.486;37473.500;1009.240;1032379.229;0.521;108.098;8434.40937525082;3390.69527236729;-13.2399997711182
495;Cellulose Acetate Butyrate (CAB)   ;81.85;11.11645376906;81.4160463675737;1391.046;0.904;42.085;0.834;1457.616;137.431;0.867;45.925;40.411;27.470;44.713;4221.000;158.586;39027.964;0.954;40.432;7076.73954033001;5984.90668209546;-13.2399997711182
254;Polyamide (PA)    ;81.82;3.65576977768149;207.684313367583;1056.878;0.828;36.683;0.690;1225.115;130.464;0.781;44.777;34.876;18.250;42.141;3207.000;167.099;25846.474;0.863;34.876;7699.02880081803;3115.1428322988;-13.2399997711182
642;Polyamide (PA)    ;81.80;3.88633404851919;184.484002734637;868.703;0.800;33.258;0.897;894.573;107.832;0.925;37.760;29.852;9.030;37.314;2636.000;116.533;19260.652;0.971;29.852;4659.91501389594;200.027643407534;-13.2399997711182
209;Polyacrylamide/acrylate   ;81.76;1.91616886742313;252.484785882781;825.037;0.783;32.411;0.775;934.614;115.565;0.879;41.441;31.000;9.030;39.611;2503.500;131.401;17826.836;0.883;31.000;7645.64051555476;-2234.01891053082;-13.2399997711182
185;Polyamide (PA)    ;81.69;0.0210552471252932;42.8258405792809;5918.782;0.409;86.810;0.631;6579.043;332.014;0.769;138.247;56.566;-0.180;138.258;17960.000;431.884;342540.849;0.900;56.566;9089.99455558044;3176.56806373074;-13.2399997711182
687;Cellulose Acetate Butyrate (CAB)   ;81.68;2.62956560968394;200.374000651587;483.290;0.978;24.806;0.723;532.064;85.226;0.791;28.821;25.231;18.250;25.833;1466.500;107.799;7992.377;0.908;25.259;9652.58078738694;3647.87754976455;-13.2399997711182
547;Polyamide (PA)    ;81.62;3.47747062294477;140.132711497453;2083.603;0.585;51.507;0.786;2199.605;177.277;0.862;68.277;39.611;18.250;67.740;6322.500;205.765;71546.127;0.947;39.611;8941.31105146015;2760.94313329409;-13.2399997711182
467;Polyamide (PA)    ;81.46;1.45663910321192;56.6159768807664;1417.410;0.821;42.482;0.890;1466.678;138.301;0.922;49.131;38.897;27.470;47.744;4301.000;149.992;40142.742;0.966;39.212;1466.37704701881;4807.49406838613;-13.2399997711182
788;Polyacrylamide/acrylate   ;81.33;0.224327803297273;158.059389006996;1124.931;0.712;37.846;0.851;1171.398;126.052;0.902;46.047;31.406;18.250;44.154;3413.500;139.716;28382.636;0.960;31.431;4856.82019502822;2510.64966689854;-13.2399997711182
536;Polyacrylamide/acrylate   ;81.23;0.0210791375617879;117.551844333516;605.555;0.701;27.767;0.576;749.899;103.912;0.687;37.314;24.910;9.030;35.772;1837.500;151.361;11209.698;0.808;25.073;6969.96296980347;-2670.3102739726;-13.2399997711182
239;Polyethylene terephtalate (PET)   ;81.10;21.719448140735;897.745311092755;35471.830;0.587;212.519;0.346;69842.952;1148.198;0.595;481.892;242.640;27.470;426.172;107636.000;1929.358;5025614.783;0.508;250.300;10364.4245908972;4082.44671045591;-13.2399997711182
181;Polyethylene terephtalate (PET)   ;80.93;21.2627975013876;1313.5633881188;9978.883;0.921;112.719;0.697;10391.978;367.709;0.723;127.464;106.569;27.470;119.974;30280.000;508.381;749871.206;0.960;110.443;9358.65818464722;3208.71584840539;-13.2399997711182
493;Polyamide (PA)    ;80.90;2.91306118798959;93.6275793489758;4039.174;0.612;71.714;0.826;4171.160;243.461;0.892;94.721;57.295;18.250;94.151;12256.500;272.880;193109.027;0.968;57.665;2269.49759630177;4759.27239137414;-13.2399997711182
223;Polyacrylamide/acrylate   ;80.85;3.88725415759048;133.903242873123;712.001;0.962;30.109;0.800;770.496;101.082;0.854;33.375;30.060;18.250;32.474;2160.500;118.296;14291.713;0.924;31.256;9019.95831039636;3167.9570499786;-13.2399997711182
636;Polyacrylamide/acrylate    ;80.84;0.343591521316815;98.1630116889688;646.914;0.523;28.700;0.840;676.574;100.484;0.936;40.593;20.975;9.030;40.083;1963.000;107.348;12377.511;0.956;20.975;7213.36762519731;3688.06228060788;-13.2399997711182
246;Cellulose Acetate Butyrate (CAB)   ;80.79;1.83990372154093;302.191090233524;381.788;0.305;22.048;0.536;505.370;109.536;0.847;49.806;15.284;27.470;50.111;1158.500;129.302;5611.732;0.755;15.284;7202.46034111126;6452.19769504495;-13.2399997711182
160;Polyacrylamide/acrylate;80.71;0;49.7143230284826;370.089;0.701;21.707;0.489;506.194;87.709;0.629;33.888;21.370;18.250;30.834;1123.000;139.380;5355.777;0.731;21.621;7142.75731242976;-155.320190764127;-13.2399997711182
677;Cellulose Acetate Butyrate (CAB)   ;80.43;0.0073150143866245;54.3352895741808;372.890;0.817;21.789;0.821;418.533;76.280;0.915;28.009;20.488;-0.180;25.474;1131.500;83.410;5416.699;0.891;20.808;6110.58379733986;986.500232769692;-13.2399997711182
392;Polyamide (PA)    ;80.39;7.55946198737014;122.973370017699;2427.492;0.644;55.595;0.748;2558.984;189.603;0.813;71.443;45.195;18.250;70.215;7366.000;233.344;89970.564;0.949;45.218;2613.36407880391;3997.48470810146;-13.2399997711182
7;Polyacrylamide/acrylate;80.30;1.15333626672985;375.734999546736;2402.610;0.775;55.309;0.776;2555.853;187.712;0.839;70.737;50.057;9.030;65.042;7290.500;223.857;88590.845;0.940;50.408;9445.91645733557;1605.91915534033;-13.2399997711182
121;Polyacrylamide/acrylate    ;80.25;0.392625824056426;124.549904421891;412.766;0.668;22.925;0.596;503.558;84.744;0.701;31.835;21.345;9.030;31.965;1252.500;120.871;6308.404;0.820;21.345;3828.66515302266;2390.66954195205;-13.2399997711182
338;Polyethylene terephtalate (PET)   ;80.21;50.8190279799556;3109.64132207712;11281.279;0.745;119.849;0.586;12643.159;427.223;0.665;163.995;111.704;36.680;149.996;34232.000;642.333;901366.227;0.892;111.704;7269.05218079448;-413.650603328339;-13.2399997711182
724;Polyacrylamide/acrylate;79.80;0.0247472195459115;35.0730541525833;582.156;0.493;27.225;0.721;665.204;102.138;0.861;39.611;19.818;-0.180;40.160;1766.500;118.574;10566.310;0.875;19.818;1750.54050083944;1713.84386103382;-13.2399997711182
674;Cellulose Acetate Butyrate (CAB)   ;79.66;2.04385915965881;172.238821402951;422.158;0.742;23.184;0.577;559.252;92.489;0.732;32.148;24.171;-0.180;32.560;1281.000;126.275;6524.941;0.755;24.171;6673.74409672984;-2891.32629361087;-13.2399997711182
695;Polyacrylamide/acrylate    ;79.44;1.70924876522443;152.339529001681;748.251;0.888;30.866;0.879;784.338;101.579;0.920;35.316;28.450;9.030;32.024;2270.500;110.374;15396.965;0.954;28.450;9238.67805970073;2629.48165667808;-13.2399997711182
323;Polyacrylamide/acrylate   ;79.10;0.468050304750335;71.7815268058879;1477.883;0.934;43.379;0.724;1633.762;148.051;0.786;51.012;42.935;27.470;47.384;4484.500;188.298;42738.956;0.905;44.272;4959.00422488695;6308.68079917594;-13.2399997711182
96;Polyamide (PA)    ;78.96;0.381264448805085;81.5533076022969;2744.028;0.730;59.108;0.715;3007.341;207.192;0.798;79.254;51.650;9.030;73.561;8326.500;259.775;108130.099;0.912;53.734;1966.9639798099;2395.26208261986;-13.2399997711182
614;Cellulose Acetate Butyrate (CAB)   ;78.95;1.94278845902103;121.492322988229;959.825;0.757;34.958;0.795;1024.582;117.569;0.851;43.629;31.261;-0.180;42.129;2912.500;138.093;22369.268;0.937;31.875;7703.04727390236;-2816.12344017551;-13.2399997711182
707;Polyacrylamide/acrylate   ;78.90;1.01119831484061;262.631599201274;897.045;0.902;33.796;0.685;1020.133;116.765;0.753;39.280;34.406;-0.180;38.152;2722.000;155.060;20210.872;0.879;34.406;6837.35335802051;-2945.28864645762;-13.2399997711182
565;Polyamide (PA)    ;78.50;1.84674129537219;90.9766351531082;5365.297;0.616;82.652;0.660;5846.116;284.784;0.724;110.439;68.403;27.470;111.024;16280.500;393.251;295634.068;0.918;68.403;3531.87221236555;-2759.29074941139;-13.2399997711182
420;Cellulose Acetate Butyrate (CAB)   ;78.42;0;29.199231677017;411.118;0.455;22.879;0.666;483.290;91.213;0.845;37.226;16.733;18.250;36.813;1247.500;107.881;6270.666;0.851;16.733;6794.29828925981;-1574.98932470034;-13.2399997711182
461;Polyamide (PA)    ;78.30;1.09672480933468;82.9526460253841;4896.013;0.317;78.954;0.499;7026.247;376.973;0.758;169.678;53.361;9.030;168.502;14856.500;497.039;257707.841;0.697;53.361;9102.62404241691;363.062837114726;-13.2399997711182
19;Cellulose Acetate Butyrate (CAB)   ;77.82;0.686889239354683;129.681719250717;750.064;0.919;30.903;0.755;825.532;110.208;0.857;40.307;31.000;9.030;34.915;2276.000;128.571;15452.945;0.909;32.091;606.423806971718;-1046.8471479024;-13.2399997711182
544;Polyacrylamide/acrylate   ;77.82;0;40.0393862481411;767.366;0.479;31.258;0.371;1610.858;173.358;0.655;69.819;33.820;27.470;70.679;2328.500;264.694;15990.691;0.476;33.820;7349.9957100646;-2684.6619635595;-13.2399997711182
498;Polyacrylamide/acrylate   ;77.29;0.852874510409685;114.707207032886;626.976;0.671;28.254;0.578;761.104;102.469;0.667;38.486;25.669;18.250;38.261;1902.500;153.576;11809.727;0.824;25.669;7308.08877647085;1954.37817851027;-13.2399997711182
350;Polyacrylamide/acrylate;77.26;0.147769079131671;104.39797540005;573.588;0.643;27.024;0.888;595.339;90.423;0.945;34.444;22.166;9.030;34.484;1740.500;95.645;10333.892;0.963;22.166;8015.91410689679;4946.9924911708;-13.2399997711182
225;Polyacrylamide/acrylate    ;77.16;0.252920933127723;174.312635610954;579.520;0.988;27.164;0.919;597.975;88.191;0.950;30.317;25.887;9.030;27.698;1758.500;92.874;10494.613;0.969;27.366;11765.1494945787;616.80070901113;-13.2399997711182
40;Polyamide (PA)    ;77.09;0.138213129529365;87.0483877882561;7157.410;0.232;95.463;0.270;20093.542;727.051;0.654;321.478;77.726;45.900;335.248;21718.500;1112.490;455509.682;0.356;77.726;8976.90324163566;4308.05527076199;-13.2399997711182
678;Polyacrylamide/acrylate;77.05;0.0592674275825235;112.900364873237;593.856;0.689;27.498;0.900;611.487;90.727;0.945;33.888;23.363;-9.400;33.888;1802.000;95.982;10886.419;0.971;23.363;7496.38294385099;167.879858732877;-13.2399997711182
285;Cellulose Acetate Butyrate (CAB)   ;76.98;0.00773964235034769;43.6038589477539;432.210;0.962;23.459;0.499;687.614;102.994;0.697;36.939;29.503;-9.400;30.662;1311.500;147.753;6759.356;0.629;29.503;2200.03541870117;-2337.35107555651;-13.2399997711182
269;Polyamide (PA)    ;76.88;0.992197645253854;129.026419672825;967.075;0.865;35.090;0.892;997.888;114.244;0.925;40.759;31.574;27.470;38.517;2934.500;123.561;22623.200;0.969;33.331;6299.45203230347;-308.596235552226;-13.2399997711182
509;Polyacrylamide/acrylate    ;76.67;0;13.1009972089098;374.043;0.801;21.823;0.684;470.108;83.574;0.834;30.808;20.964;36.680;26.181;1135.000;100.180;5441.851;0.796;20.964;2180.51712086298;2825.81277022688;-13.2399997711182
492;Polyamide (PA)    ;76.53;0.0262165222986134;32.3155132222112;559.252;0.847;26.684;0.857;589.242;87.533;0.895;29.852;24.878;-0.180;29.590;1697.000;97.802;9948.913;0.949;25.052;5826.42034351923;4773.05001337757;-13.2399997711182
122;Polyacrylamide/acrylate   ;76.00;0.101914679396888;159.614975671027;784.502;0.616;31.605;0.795;837.066;108.742;0.871;41.770;25.833;-9.400;41.907;2380.500;124.906;16529.326;0.937;25.833;8462.53868684114;-3331.06206255351;-13.2399997711182
463;Cellulose Acetate Butyrate (CAB)   ;76.00;2.50112428230511;119.905367731089;614.123;0.683;27.963;0.811;653.670;95.138;0.879;35.686;23.537;-0.180;34.444;1863.500;108.275;11448.457;0.940;23.537;2333.21909806761;-2556.64489244435;-13.2399997711182
768;Polyamide (PA)    ;75.88;3.82202430704644;178.355537230464;775.440;0.623;31.422;0.848;810.208;106.478;0.914;40.050;25.340;18.250;40.656;2353.000;116.451;16243.730;0.957;25.340;9467.15695792419;2545.09372190711;-13.2399997711182
481;Polyacrylamide/acrylate    ;75.83;0.009789965427593;67.7047957351316;510.808;0.877;25.503;0.765;554.309;85.239;0.814;28.821;24.701;9.030;28.158;1550.000;104.773;8684.612;0.922;24.701;7262.16336979277;4794.29051396618;-13.2399997711182
228;Polyacrylamide/acrylate   ;75.57;0.917800535145778;115.713289358021;602.589;0.919;27.699;0.651;702.279;100.724;0.754;34.504;27.882;9.030;31.727;1828.500;133.582;11127.441;0.858;29.162;3585.26049762882;3154.75349555865;-13.2399997711182
435;Cellulose Acetate Butyrate (CAB)   ;75.39;4.48026400405025;187.463552193731;736.058;0.571;30.613;0.807;789.940;110.285;0.925;43.840;24.305;9.030;42.590;2233.500;119.165;15022.140;0.932;24.328;4078.9586194182;-483.686848512414;-13.2399997711182
573;Cellulose Acetate Butyrate (CAB)   ;75.02;0.756959848685175;141.769547408771;942.029;0.880;34.633;0.656;1213.581;135.491;0.817;51.959;35.204;9.030;43.055;2858.500;165.927;21750.045;0.776;37.888;5539.38655178121;1074.33257304152;-13.2399997711182
602;Cellulose Acetate Butyrate (CAB)   ;74.23;4.01002964704989;189.123869090553;321.315;0.506;20.226;0.590;408.317;80.874;0.751;31.256;15.831;-0.180;31.256;975.000;107.626;4332.712;0.787;15.831;9422.95375399653;-2790.29039891909;-13.2399997711182
545;Cellulose Acetate Butyrate (CAB)   ;73.93;0.871616066940349;157.338987294215;463.517;0.622;24.293;0.495;671.630;98.253;0.637;36.713;22.565;-0.180;36.279;1406.500;154.330;7506.932;0.690;22.565;5010.09623981632;-4145.66396350599;-13.2399997711182
147;Polyamide (PA)    ;73.52;1.29622480377115;211.299978997688;1888.013;0.531;49.030;0.818;1961.338;170.000;0.902;66.166;35.144;-0.180;66.129;5729.000;188.404;61712.211;0.963;35.144;7763.32437016734;3298.27039142765;-13.2399997711182
119;Cellulose Acetate Butyrate (CAB)   ;73.40;0;37.2841242158701;795.048;0.786;31.816;0.797;843.657;108.900;0.869;43.434;27.508;27.470;37.036;2412.500;125.382;16863.738;0.942;29.099;8746.1280730783;-108.246648919093;-13.2399997711182
752;Polyacrylamide/acrylate    ;73.33;0.0565165092734166;83.4068557289267;854.368;0.827;32.982;0.711;957.353;112.914;0.775;39.023;31.936;9.030;38.639;2592.500;145.736;18785.857;0.892;31.936;5472.794712098;-3047.47267631635;-13.2399997711182
53;Polyamide (PA)    ;73.25;2.63605067685207;131.246404939299;1765.583;0.950;47.413;0.863;1825.562;152.720;0.885;50.319;46.630;18.250;49.117;5357.500;172.503;55807.959;0.967;46.682;6397.61758907787;2450.37257063356;-13.2399997711182
