"match_id","ldir_idx","ftir_idx","match_distance","match_score","ldir_particle_id","ldir_x_um","ldir_y_um","ldir_area_um2","ldir_major_um","ldir_minor_um","ldir_feret_min_um","ldir_feret_max_um","ldir_material","ldir_quality","ldir_source_file","ldir_diameter_um","ldir_aspect_ratio","ldir_coord_match_cost","ldir_coord_source","ldir_x_norm","ldir_y_norm","ldir_x_aligned","ldir_y_aligned","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
1,6,1,74.5010983036932,75.8858510765711,"A6",11605.0749022483,9073.49645650049,46587.5,308,219,219,308,"Polyethylene terephthalate",0.855330065989846,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",243.550913137991,1.40574005859434,0.189217564220436,"image",4581.69646377792,2225.04410508803,6175.29970721431,-2697.46637727973,"MP_-1",500,6900,2500,60.4,52.7,50,60.4,"Protein",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",6136.75391755719,-2761.22087318524,6136.75391755719,-2761.22087318524,0,217.16917764358,0.343055580502152,FALSE
2,17,73,90.9916111323005,91.5669651426207,"A17",9774.81600294985,5362.2651179941,16550,447,135,135,447,"Polyethylene terephthalate",0.884980070766979,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",145.162372760185,0.302042575961249,0.195508732441897,"image",2751.43756447948,-1486.18723341836,3758.51728009895,798.173068595726,"MP_-1",3200,3450,8125,150,69,112.5,150,"Cellulose",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",3706.43258471679,872.783106817129,3706.43258471679,872.783106817129,0,116.66488896051,0.779939979740609,TRUE
3,33,61,77.7758474532652,78.3698529887956,"A33",10135.8700980392,4853.00245098039,6375,416,57,57,416,"Cellulosic",0.833985981033295,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",90.0938516086789,7.29736184865589,0.395827422555158,"image",3112.49165956884,-1995.44990043207,4048.86160080167,1369.7845875375,"MP_-1",2900,2850,5000,95.7,66.5,75,95.7,"Cellulose",0.819,"Comparstic Spotlight F2Ba Au 240926.csv",4049.59140652361,1447.55701086789,4049.59140652361,1447.55701086789,0,245.414799397802,0.316915881373541,FALSE
4,74,248,53.4614363493128,53.7019092859605,"A74",5094.27651515152,5185.25189393939,1975,79,34,34,79,"Polyethylene terephthalate",0.89249911252012,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",50.1462670679677,0.435643561363349,1.49219992605489,"image",-1929.10192331886,-1663.20045747307,-1023.33078431233,275.152264162996,"MP_-1",7900,4350,3750,80.9,59,75,80.9,"Protein",0.954,"Comparstic Spotlight F2Ba Au 240926.csv",-1037.64109940042,326.662846169135,-1037.64109940042,326.662846169135,0,195.020490566403,0.274132406261739,FALSE
5,81,69,58.1349336704013,58.2531744164703,"A81",8790.74296042618,9857.40582191781,1812.5,60,42,42,60,"Polyamide (naturally occurring)",0.927072222024821,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",48.0390120093293,1.4166666853986,1.71105704524788,"image",1767.3645219558,3008.95347050535,3433.75247506464,-3916.50955962711,"MP_-1",3100,8200,2500,60.4,52.7,50,60.4,"Protein",0.797,"Comparstic Spotlight F2Ba Au 240926.csv",3452.7245180949,-3861.55747053016,3452.7245180949,-3861.55747053016,0,208.865419824239,0.278336805198879,FALSE
6,85,223,96.016381218769,96.1654769418854,"A85",5028.70833333333,8908.95833333333,1700,60,39,39,60,"Polycarbonate",0.887871498426707,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",46.5242649168128,1.54545453430827,1.65906373067965,"image",-1994.67010513704,2060.50598192087,-530.769911833963,-3517.85113022174,"MP_-1",7100,8250,1250,50,31.8,25,50,"Protein",0.72,"Comparstic Spotlight F2Ba Au 240926.csv",-531.544619646116,-3613.8643860261,-531.544619646116,-3613.8643860261,0,354.643083051439,0.270740882333358,FALSE
7,88,280,63.9991926874204,64.0723469893731,"A88",2908.75,10979.4208333333,1612.5,63,35,35,63,"Polyamide (naturally occurring)",0.956803703803018,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",45.3111329132858,0.549999988690813,0.894024543253201,"image",-4114.62843847037,4130.96848192087,-2373.660364433,-5939.71626373252,"MP_-1",8750,10650,1875,60.4,39.6,30,60.4,"Protein",0.72,"Comparstic Spotlight F2Ba Au 240926.csv",-2351.9918958459,-5879.49688036029,-2351.9918958459,-5879.49688036029,0,382.299329279438,0.16740597690309,FALSE
8,114,340,9.59317222107423,9.72674843439105,"A117",1734.17833333333,7464.795,1212.5,67,27,27,67,"Polycarbonate",0.714527233622709,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",39.2912579079798,0.395348846291433,1.37149057392598,"image",-5289.20010513704,616.342648587541,-4094.76363212544,-2545.35898432862,"MP_-1",10750,7450,1250,50,31.8,25,50,"Protein",0.66,"Comparstic Spotlight F2Ba Au 240926.csv",-4104.30742465622,-2546.33108380531,-4104.30742465622,-2546.33108380531,1,106.122409919679,0.0903972330475249,FALSE
9,122,190,72.4408678610807,72.7547234257381,"A126",5613.33876811594,9895.37862318841,1137.5,65,24,24,65,"Polyamide (naturally occurring)",0.951513394065782,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.0566680377598,2.71428570009993,1.41259900082399,"image",-1410.03967035443,3046.92627177595,211.321697699575,-4432.22821351589,"MP_-1",6225,9000,2500,75,42.4,55,75,"Protein",0.757,"Comparstic Spotlight F2Ba Au 240926.csv",283.429044685647,-4425.28488239195,283.429044685647,-4425.28488239195,0,236.408165553229,0.30642286695791,FALSE
10,126,40,52.3265213096789,52.6913740754161,"A131",10324.276463964,6559.25394144144,1125,74,23,23,74,"Polyamide (naturally occurring)",0.922771687456672,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.8469878303024,0.306666677472898,1.7094452178802,"image",3300.89802549359,-289.198409971018,4496.49774502311,-335.415730013082,"MP_-1",2300,4550,2500,60.4,52.7,50,60.4,"Protein",0.72,"Comparstic Spotlight F2Ba Au 240926.csv",4520.25782031569,-288.79466552005,4520.25782031569,-288.79466552005,0,251.478483785478,0.208075539990593,FALSE
