"match_id","ldir_idx","ftir_idx","match_distance","match_score","ldir_particle_id","ldir_x_um","ldir_y_um","ldir_area_um2","ldir_major_um","ldir_minor_um","ldir_feret_min_um","ldir_feret_max_um","ldir_material","ldir_quality","ldir_source_file","ldir_diameter_um","ldir_aspect_ratio","ldir_coord_match_cost","ldir_coord_source","ldir_x_norm","ldir_y_norm","ldir_x_aligned","ldir_y_aligned","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
1,7,220,93.7952224772111,95.2327448674772,"A7",3871.49869109948,1356.60558464223,43325,362,175,175,362,"Polyethylene terephthalate",0.784742605201264,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",234.868267919808,2.06825403298173,0.0851418461009505,"image",-1756.92508575803,-4703.39741053645,-355.003078407073,-3256.55287180388,"MP_-1",7000,7800,2500,60.4,52.7,50,60.4,"Protein",0.807,"Comparstic Spotlight F2Ba Au 240926.csv",-398.56772245003,-3173.48864635779,-398.56772245003,-3173.48864635779,0,147.744828044289,0.634846063437797,FALSE
2,16,221,77.7007304142778,79.2574373430328,"A16",5871.1400462963,6470.58449074074,18375,831,79,79,831,"Polyvinyl chloride",0.692078609187708,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",152.956780282891,0.0946254456384251,0.553079729432728,"image",242.716269438785,410.581495562056,9.72978550501107,1935.20735683403,"MP_-1",7050,2650,1875,60.4,39.6,50,60.4,"Protein",0.676,"Comparstic Spotlight F2Ba Au 240926.csv",-65.3577709477658,1955.1889076463,-65.3577709477658,1955.1889076463,0,591.893552241156,0.131274838389556,FALSE
3,29,229,40.4014723591883,41.0729953431725,"A29",6732.35632183908,7441.19252873563,6787.5,291,80,80,291,"Cellulosic",0.844400536822395,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",92.9629679490168,3.62500035579862,0.261914019771457,"image",1103.93254498157,1381.18953355695,-333.562296943856,3116.23278610564,"MP_-1",7400,1550,3125,80.9,49.2,75,80.9,"Cellulose",0.685,"Comparstic Spotlight F2Ba Au 240926.csv",-331.857242246937,3075.86730881042,-331.857242246937,3075.86730881042,1,402.44636969184,0.100389705068341,FALSE
4,51,277,32.5926979885202,32.9062811238363,"A51",6760.52419354839,3752.70161290323,3100,96,48,48,96,"Polyamide (naturally occurring)",0.917033491970952,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",62.8254931431422,0.5,0.167837508615056,"image",1132.10041669088,-2307.30138227546,-1855.87870157414,-31.1012465797062,"MP_-1",8700,4800,1875,60.4,39.6,30,60.4,"Protein",0.745,"Comparstic Spotlight F2Ba Au 240926.csv",-1867.21442388707,-61.6591483698345,-1867.21442388707,-61.6591483698345,1,370.110579462438,0.0880620544158967,FALSE
5,64,183,66.5980657555535,66.8274215133849,"A64",4631.92708333333,6091.04166666667,2437.5,55,55,55,55,"Carbonate",0.732827477267805,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",55.7092576713418,1,0.718522897648554,"image",-996.496693524177,31.0386714879824,916.812557127982,1106.82747248544,"MP_-1",6050,3375,1875,75,31.8,52.5,75,"Protein",0.766,"Comparstic Spotlight F2Ba Au 240926.csv",875.867174869074,1159.35154348201,875.867174869074,1159.35154348201,0,152.125240977204,0.437784455280064,FALSE
6,83,102,77.8317291810536,79.3761737290422,"A83",3504.97023809524,8667.44047619048,1750,50,40,40,50,"Polyethylene terephthalate",0.941419101723752,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",47.2034871941315,0.8,1.06433907861171,"image",-2123.45353876227,2607.43748101179,2928.40709171828,2855.47353021711,"MP_-1",4200,1550,28125,417.9,85.7,150,417.9,"Cellulose",0.893,"Comparstic Spotlight F2Ba Au 240926.csv",2852.5835682242,2837.90733107629,2852.5835682242,2837.90733107629,0,144.096157384424,0.540137437346175,FALSE
7,92,230,52.5041874909904,52.906204489042,"A92",5728.125,4586.36904761905,1475,50,45,45,50,"Polyamide (naturally occurring)",0.939254523355852,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",43.3362242065961,0.9,1.23529687675535,"image",99.7012231424887,-1473.63394755964,-633.125943879455,263.499995056407,"MP_-1",7450,4350,3125,80.9,49.2,75,80.9,"Protein",0.8,"Comparstic Spotlight F2Ba Au 240926.csv",-589.829110427918,293.199724300272,-589.829110427918,293.199724300272,0,122.707825850341,0.427879698194852,FALSE
8,105,66,41.522257631714,41.7027723463486,"A105",1695.04310344828,7249.55459770115,1312.5,49,36,36,49,"Polyamide (naturally occurring)",0.957740705779612,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",40.8794190573313,0.727272652371551,1.23798695897426,"image",-3933.38067340924,1189.55160252247,3902.4870952744,906.057183099853,"MP_-1",2975,3375,1875,60.4,39.6,30,60.4,"Protein",0.793,"Comparstic Spotlight F2Ba Au 240926.csv",3935.91576618118,930.686877378115,3935.91576618118,930.686877378115,1,198.858078192601,0.208803474362747,FALSE
9,109,36,56.7273605971568,57.3341665701094,"A109",1118.36111111111,8074.08333333333,1287.5,46,35,35,46,"Polyamide (naturally occurring)",0.91345423626879,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",40.4882194452476,0.769230817113582,1.32270932338859,"image",-4510.0626657464,2014.08033815465,4731.2576513896,1377.93569271542,"MP_-1",2250,2825,4375,95.7,58.2,75,95.7,"Protein",0.858,"Comparstic Spotlight F2Ba Au 240926.csv",4698.29000847661,1424.09983422245,4698.29000847661,1424.09983422245,0,230.733002514592,0.24585715948272,FALSE
10,114,210,27.3634427461361,27.7080946296809,"A114",5171.83333333333,5159.91666666667,1237.5,74,27,27,74,"Cellulosic",0.885332988884678,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",39.6942557130092,2.77419330535399,1.1246066131261,"image",-456.590443524178,-900.086328512018,76.2389198788327,528.723722501887,"MP_-1",6825,4050,3125,80.9,49.2,55,80.9,"Protein",0.793,"Comparstic Spotlight F2Ba Au 240926.csv",54.4407332798013,545.264492130743,54.4407332798013,545.264492130743,1,184.089979709665,0.148641673975368,FALSE
